days,Occupancy
564,369
565,389
566,443
567,477
568,493
569,514
570,514
571,530
572,508
573,503
574,462
575,419
576,377
577,548
578,697
579,912
580,1089
581,1230
582,1313
583,1357
584,1369
585,1412
586,1429
587,1433
588,1413
589,1432
590,1392
591,1355
592,1286
593,1186
594,997
595,585
596,744
597,962
598,1108
599,1294
600,1385
601,1449
602,1489
603,1517
604,1521
605,1514
606,1481
607,1473
608,1424
609,1374
610,1280
611,1195
612,1026
613,580
614,724
615,910
616,1120
617,1241
618,1331
619,1368
620,1376
621,1415
622,1416
623,1424
624,1437
625,1427
626,1409
627,1359
628,1278
629,1191
630,1012
631,595
632,794
633,942
634,1091
635,1244
636,1315
637,1368
638,1402
639,1432
640,1456
641,1447
642,1460
643,1458
644,1421
645,1360
646,1293
647,1193
648,1062
649,600
650,758
651,938
652,1081
653,1237
654,1323
655,1358
656,1366
657,1399
658,1381
659,1390
660,1371
661,1373
662,1369
663,1307
664,1205
665,1136
666,973
667,296
668,317
669,369
670,433
671,544
672,609
673,686
674,752
675,816
676,876
677,930
678,974
679,990
680,986
681,1005
682,994
683,924
684,834
685,292
686,291
687,298
688,333
689,354
690,381
691,406
692,477
693,532
694,586
695,625
696,634
697,652
698,636
699,602
700,580
701,516
702,465
703,548
704,748
705,925
706,1123
707,1268
708,1329
709,1375
710,1401
711,1435
712,1437
713,1459
714,1460
715,1447
716,1437
717,1401
718,1341
719,1250
720,1104
721,573
722,780
723,969
724,1184
725,1366
726,1465
727,1517
728,1532
729,1552
730,1544
731,1536
732,1523
733,1522
734,1503
735,1459
736,1379
737,1305
738,1105
739,624
740,779
741,989
742,1170
743,1373
744,1479
745,1525
746,1537
747,1553
748,1561
749,1552
750,1550
751,1512
752,1479
753,1413
754,1333
755,1254
756,1031
757,640
758,787
759,987
760,1160
761,1295
762,1386
763,1442
764,1471
765,1495
766,1509
767,1508
768,1504
769,1481
770,1462
771,1404
772,1331
773,1249
774,1073
775,592
776,592
777,727
778,1071
779,1228
780,1303
781,1341
782,1368
783,1377
784,1375
785,1353
786,1374
787,1385
788,1362
789,1303
790,1253
791,1159
792,1050
793,310
794,349
795,435
796,537
797,630
798,717
799,782
800,844
801,924
802,1014
803,1107
804,1141
805,1193
806,1205
807,1204
808,1195
809,1134
810,1034
811,273
812,284
813,300
814,324
815,358
816,381
817,420
818,480
819,541
820,604
821,662
822,673
823,717
824,774
825,758
826,717
827,654
828,561
829,604
830,736
831,948
832,1121
833,1298
834,1397
835,1445
836,1459
837,1478
838,1493
839,1472
840,1465
841,1451
842,1426
843,1377
844,1312
845,1222
846,1024
847,557
848,762
849,971
850,1161
851,1347
852,1426
853,1484
854,1497
855,1502
856,1515
857,1517
858,1497
859,1496
860,1475
861,1441
862,1359
863,1293
864,1112
865,652
866,782
867,976
868,1183
869,1403
870,1482
871,1518
872,1516
873,1536
874,1542
875,1557
876,1538
877,1521
878,1488
879,1433
880,1380
881,1250
882,1083
883,591
884,756
885,973
886,1199
887,1324
888,1397
889,1457
890,1478
891,1506
892,1497
893,1496
894,1485
895,1485
896,1459
897,1408
898,1324
899,1246
900,1075
901,594
902,594
903,963
904,1132
905,1316
906,1422
907,1462
908,1518
909,1559
910,1587
911,1508
912,1495
913,1481
914,1433
915,1348
916,1278
917,1161
918,1023
919,327
920,345
921,453
922,557
923,636
924,730
925,801
926,877
927,1022
928,1155
929,1276
930,1345
931,1426
932,1489
933,1490
934,1506
935,1427
936,1345
937,309
938,318
939,326
940,352
941,390
942,438
943,499
944,634
945,748
946,876
947,1016
948,1048
949,1115
950,1160
951,1131
952,1057
953,942
954,788
955,629
956,811
957,986
958,1152
959,1348
960,1438
961,1505
962,1568
963,1595
964,1616
965,1619
966,1622
967,1637
968,1609
969,1549
970,1451
971,1351
972,1176
973,597
974,773
975,944
976,1137
977,1312
978,1439
979,1534
980,1562
981,1595
982,1612
983,1615
984,1607
985,1603
986,1552
987,1494
988,1406
989,1285
990,1133
991,607
992,765
993,972
994,1133
995,1317
996,1422
997,1502
998,1532
999,1562
1000,1572
1001,1575
1002,1572
1003,1570
1004,1538
1005,1459
1006,1384
1007,1294
1008,1109
1009,627
1010,734
1011,952
1012,1146
1013,1329
1014,1421
1015,1494
1016,1514
1017,1540
1018,1545
1019,1583
1020,1586
1021,1573
1022,1536
1023,1488
1024,1423
1025,1314
1026,1165
1027,534
1028,727
1029,944
1030,1083
1031,1244
1032,1301
1033,1353
1034,1375
1035,1399
1036,1393
1037,1387
1038,1369
1039,1360
1040,1333
1041,1269
1042,1176
1043,1087
1044,943
1045,601
1046,772
1047,976
1048,1112
1049,1221
1050,1280
1051,1426
1052,1468
1053,1548
1054,1560
1055,1568
1056,1563
1057,1526
1058,1507
1059,1467
1060,1360
1061,1269
1062,1109
1063,595
1064,775
1065,950
1066,1140
1067,1250
1068,1328
1069,1488
1070,1520
1071,1543
1072,1545
1073,1549
1074,1530
1075,1549
1076,1524
1077,1450
1078,1385
1079,1276
1080,1129
1081,646
1082,792
1083,963
1084,1102
1085,1251
1086,1363
1087,1456
1088,1477
1089,1519
1090,1557
1091,1542
1092,1553
1093,1524
1094,1491
1095,1428
1096,1368
1097,1285
1098,1090
1099,622
1100,777
1101,964
1102,1100
1103,1270
1104,1401
1105,1482
1106,1529
1107,1558
1108,1557
1109,1525
1110,1550
1111,1535
1112,1520
1113,1450
1114,1374
1115,1268
1116,1102
1117,636
1118,767
1119,923
1120,1108
1121,1231
1122,1297
1123,1339
1124,1371
1125,1403
1126,1421
1127,1418
1128,1395
1129,1387
1130,1343
1131,1297
1132,1218
1133,1150
1134,1018
1135,320
1136,351
1137,407
1138,473
1139,546
1140,643
1141,722
1142,809
1143,882
1144,970
1145,1029
1146,1092
1147,1128
1148,1149
1149,1153
1150,1151
1151,1124
1152,1051
1153,305
1154,304
1155,317
1156,347
1157,401
1158,433
1159,510
1160,618
1161,762
1162,886
1163,987
1164,1034
1165,1081
1166,1139
1167,1120
1168,1068
1169,943
1170,830
1171,569
1172,736
1173,935
1174,1099
1175,1263
1176,1330
1177,1396
1178,1445
1179,1490
1180,1525
1181,1548
1182,1525
1183,1524
1184,1485
1185,1422
1186,1340
1187,1227
1188,1057
1189,580
1190,762
1191,972
1192,1115
1193,1280
1194,1380
1195,1451
1196,1496
1197,1545
1198,1539
1199,1555
1200,1535
1201,1488
1202,1451
1203,1381
1204,1258
1205,1147
1206,651
1207,868
1208,1000
1209,1140
1210,1318
1211,1418
1212,1495
1213,1515
1214,1515
1215,1503
1216,1496
1217,1491
1218,1473
1219,1440
1220,1371
1221,1317
1222,1163
1223,588
1224,783
1225,960
1226,1084
1227,1171
1228,1366
1229,1423
1230,1446
1231,1476
1232,1495
1233,1509
1234,1507
1235,1507
1236,1463
1237,1425
1238,1395
1239,1274
1240,1166
1241,580
1242,768
1243,929
1244,1052
1245,1176
1246,1244
1247,1301
1248,1325
1249,1339
1250,1365
1251,1329
1252,1337
1253,1317
1254,1261
1255,1219
1256,1150
1257,1091
1258,982
1259,359
1260,380
1261,438
1262,502
1263,581
1264,671
1265,731
1266,787
1267,859
1268,926
1269,1006
1270,1026
1271,1082
1272,1113
1273,1153
1274,1146
1275,1112
1276,1038
1277,338
1278,339
1279,346
1280,390
1281,425
1282,472
1283,505
1284,595
1285,690
1286,800
1287,852
1288,921
1289,966
1290,975
1291,978
1292,907
1293,817
1294,726
1295,674
1296,825
1297,1011
1298,1100
1299,1192
1300,1257
1301,1317
1302,1371
1303,1424
1304,1475
1305,1510
1306,1510
1307,1521
1308,1517
1309,1487
1310,1432
1311,1321
1312,1180
